Employee_ID,Country,Department,Salary,Bonus,Overtime,Attendance,Experience,Leaves,Tax,Net_Pay,Total_Pay,Pay_Deviation,Tax_Ratio,Attendance_Ratio,Risk_Score,Fraud_Label
3712,India,Finance,162138,4808,3951,23,20,2,32427.600000000002,138469.4,170897,-32427.600000000006,0.2,0.7666666666666667,0.2753785047305382,0
3713,UK,HR,187572,15851,7299,27,6,6,41265.840000000004,169456.16,210722,-41265.84,0.22000000000000003,0.9,0.31650218582730894,0
3714,UK,Operations,148775,17354,9933,22,12,9,32730.5,143331.5,176062,-32730.5,0.22,0.7333333333333333,0.35571130902369347,0
3715,India,Operations,103743,17058,12279,26,18,7,20748.600000000002,112331.4,133080,-20748.600000000006,0.2,0.8666666666666667,0.42611376189236866,0
3716,UK,IT,110642,16620,4137,30,12,10,24341.24,107057.76,131399,-24341.240000000005,0.22,1.0,0.3615844615968619,0
3717,Germany,Sales,154587,33230,11423,27,18,7,46376.1,152863.9,199240,-46376.100000000006,0.3,0.9,0.4048081015868087,0
3718,UAE,Operations,104858,38681,1714,18,3,2,5242.900000000001,140010.1,145253,-5242.899999999994,0.05,0.6,0.5530300978466116,0
3719,UAE,IT,79800,19803,11388,26,10,4,3990.0,107001.0,110991,-3990.0,0.05,0.8666666666666667,0.5443345864661654,0
3720,India,IT,125364,4167,19715,22,7,0,25072.800000000003,124173.2,149246,-25072.800000000003,0.2,0.7333333333333333,0.3576246769407485,0
3721,UK,Operations,27387,4144,3347,18,3,8,6025.14,28852.86,34878,-6025.139999999999,0.22,0.6,0.4132456274874941,0
3722,USA,IT,157871,4167,1986,27,19,7,39467.75,124556.25,164024,-39467.75,0.25,0.9,0.2510244123366546,0
3723,USA,HR,144095,27844,3544,25,13,9,36023.75,139459.25,175483,-36023.75,0.25,0.8333333333333334,0.3750204726048787,0
3724,UK,HR,60548,30163,17085,24,4,1,13320.56,94475.44,107796,-13320.559999999998,0.22,0.8,0.7520204135561868,0
3725,USA,Operations,189967,24920,9646,23,10,9,47491.75,177041.25,224533,-47491.75,0.25,0.7666666666666667,0.34729281927913797,0
3726,India,Sales,115450,19550,3786,19,6,0,23090.0,115696.0,138786,-23090.0,0.2,0.6333333333333333,0.378212213079255,0
3727,India,HR,130669,38343,14415,22,1,3,26133.800000000003,157293.2,183427,-26133.79999999999,0.2,0.7333333333333333,0.5115954051840912,0
3728,UK,HR,105171,20254,18855,20,6,8,23137.62,121142.38,144280,-23137.619999999995,0.22,0.6666666666666666,0.47637479913664416,0
3729,USA,Operations,196451,22147,14284,19,8,11,49112.75,183769.25,232882,-49112.75,0.25,0.6333333333333333,0.3475409898651572,0
3730,India,Finance,70414,14926,6659,27,15,7,14082.800000000001,77916.2,91999,-14082.800000000003,0.2,0.9,0.4451239810265004,0
3731,India,IT,98071,35823,3044,18,8,2,19614.2,117323.8,136938,-19614.199999999997,0.2,0.6,0.5143165665691183,0
3732,Germany,HR,137808,25991,3883,26,22,9,41342.4,126339.6,167682,-41342.399999999994,0.3,0.8666666666666667,0.35892821897132243,0
3733,Germany,Finance,103591,29563,19324,19,6,11,31077.3,121400.7,152478,-31077.300000000003,0.3,0.6333333333333333,0.5216921354171695,0
3734,India,Sales,29297,32688,15351,30,19,5,5859.400000000001,71476.6,77336,-5859.399999999994,0.2,1.0,1.3354090862545653,0
3735,UK,Finance,134513,31023,18204,28,14,11,29592.86,154147.14,183740,-29592.859999999986,0.22,0.9333333333333333,0.4766419751250809,0
3736,UAE,Operations,153668,36130,15762,18,2,8,7683.400000000001,197876.6,205560,-7683.399999999994,0.05,0.6,0.5111251529270896,0
3737,UAE,Sales,111479,2925,19186,24,7,9,5573.950000000001,128016.05,133590,-5573.949999999997,0.05000000000000001,0.8,0.40662918576592894,0
3738,India,Sales,123752,18321,18847,26,8,7,24750.4,136169.6,160920,-24750.399999999994,0.2,0.8666666666666667,0.4350101816536299,0
3739,India,Finance,161080,12769,3371,23,10,9,32216.0,145004.0,177220,-32216.0,0.2,0.7666666666666667,0.3080463123913584,0
3740,India,Operations,140481,38748,8527,25,13,4,28096.2,159659.8,187756,-28096.20000000001,0.2,0.8333333333333334,0.4694958037029919,0
3741,UK,HR,172892,18151,10116,28,22,11,38036.24,163122.76,201159,-38036.23999999999,0.22,0.9333333333333333,0.3425955394118872,0
3742,Germany,Finance,178325,12597,2788,24,21,11,53497.5,140212.5,193710,-53497.5,0.3,0.8,0.26882910416374595,0
3743,India,HR,185274,36187,4125,26,20,8,37054.8,188531.2,225586,-37054.79999999999,0.2,0.8666666666666667,0.3900798816887421,0
3744,India,Finance,185308,2059,3606,24,1,8,37061.6,153911.4,190973,-37061.600000000006,0.19999999999999998,0.8,0.25945355840006906,0
3745,USA,HR,92156,37292,17924,30,9,2,23039.0,124333.0,147372,-23039.0,0.25,1.0,0.6249609358045054,0
3746,UK,Finance,85263,22181,8766,23,10,11,18757.86,97452.14,116210,-18757.86,0.22,0.7666666666666667,0.4777903897352896,0
3747,India,Sales,143996,29235,220,18,20,7,28799.2,144651.8,173451,-28799.20000000001,0.2,0.6,0.3830352232006444,0
3748,USA,IT,124252,30672,10205,26,2,3,31063.0,134066.0,165129,-31063.0,0.25,0.8666666666666667,0.4470761034027621,0
3749,UAE,Sales,143632,3578,10833,27,20,9,7181.6,150861.4,158043,-7181.600000000006,0.05,0.9,0.3476907652890721,0
3750,India,HR,99855,18047,753,22,11,6,19971.0,98684.0,118655,-19971.0,0.2,0.7333333333333333,0.3710370036553002,0
3751,India,Operations,41575,34160,13875,30,5,9,8315.0,174523.29834607316,89610,84913.29834607316,0.2,1.0,1.6881176068267456,1
3752,USA,Sales,37204,35475,7488,19,18,7,9301.0,70866.0,80167,-9301.0,0.25,0.6333333333333333,1.0132297602408344,0
3753,UK,IT,36952,26549,7206,29,7,6,8129.44,62577.56,70707,-8129.440000000002,0.22,0.9666666666666667,0.8539366746048928,0
3754,India,HR,108323,7277,9680,28,3,4,21664.600000000002,103615.4,125280,-21664.600000000006,0.2,0.9333333333333333,0.34064252282525403,0
3755,UAE,Sales,189944,3780,7938,25,16,10,9497.2,192164.8,201662,-9497.200000000012,0.05,0.8333333333333334,0.324005180474245,0
3756,India,Finance,185448,16662,18345,30,15,0,37089.6,183365.4,220455,-37089.600000000006,0.19999999999999998,1.0,0.36224666752944223,0
3757,UAE,Operations,167712,33516,5958,21,8,11,8385.6,198800.4,207186,-8385.600000000006,0.05,0.7,0.4462049227246708,0
3758,Germany,HR,51437,34161,15770,20,20,7,15431.099999999999,85936.9,101368,-15431.100000000006,0.3,0.6666666666666666,0.858846161323561,0
3759,Germany,Sales,152129,33886,19867,30,5,4,45638.7,160243.3,205882,-45638.70000000001,0.3,1.0,0.44427748818436985,0
3760,UAE,HR,112681,10800,6635,18,3,2,5634.05,124481.95,130116,-5634.050000000003,0.05,0.6,0.3874218812399606,0
3761,UK,Finance,32903,7439,8629,22,5,1,7238.66,41732.34,48971,-7238.6600000000035,0.22,0.7333333333333333,0.5496155973619427,0
3762,India,IT,51863,6307,17166,20,9,2,10372.6,64963.4,75336,-10372.599999999999,0.2,0.6666666666666666,0.5237186433488228,0
3763,India,Sales,68381,4364,12869,21,16,8,13676.2,71937.8,85614,-13676.199999999997,0.2,0.7,0.39759055878094796,0
3764,Germany,HR,53548,18568,16603,26,14,1,16064.4,72654.6,88719,-16064.399999999994,0.3,0.8666666666666667,0.6387629790094869,0
3765,UAE,HR,36467,7483,9219,28,18,9,1823.3500000000001,51345.65,53169,-1823.3499999999985,0.05,0.9333333333333333,0.5803217977897825,0
3766,India,HR,82954,2245,8029,24,7,0,16590.8,76637.2,93228,-16590.800000000003,0.19999999999999998,0.8,0.3170173831279986,0
3767,India,IT,48901,10430,16272,28,15,1,9780.2,65822.8,75603,-9780.199999999997,0.2,0.9333333333333333,0.5889540091204679,0
3768,UK,HR,48301,10183,16673,22,8,1,10626.22,64530.78,75157,-10626.220000000001,0.21999999999999997,0.7333333333333333,0.5886903790811784,0
3769,USA,Operations,149686,32086,16763,25,3,11,37421.5,161113.5,198535,-37421.5,0.25,0.8333333333333334,0.4422414253838034,0
3770,Germany,Operations,110180,34726,12165,23,11,10,33054.0,124017.0,157071,-33054.0,0.3,0.7666666666666667,0.49686876021056453,0
3771,Germany,HR,94903,15901,11043,27,20,4,28470.899999999998,93376.1,121847,-28470.899999999994,0.3,0.9,0.39710156686300757,0
3772,USA,Operations,128955,5907,9570,19,18,0,32238.75,112193.25,144432,-32238.75,0.25,0.6333333333333333,0.30159183436082354,0
3773,India,Sales,172276,35044,6886,24,15,11,34455.200000000004,179750.8,214206,-34455.20000000001,0.20000000000000004,0.8,0.40637488680953815,0
3774,UK,Operations,44755,30604,1958,18,10,9,9846.1,67470.9,77317,-9846.100000000006,0.22,0.6,0.7389178862696905,0
3775,UK,HR,84817,39869,10319,20,3,7,18659.74,116345.26,135005,-18659.740000000005,0.22000000000000003,0.6666666666666666,0.6360385064314937,0
3776,Germany,Finance,27093,16537,2183,29,15,1,8127.9,37685.1,45813,-8127.9000000000015,0.3,0.9666666666666667,0.685609936145868,0
3777,UK,Sales,121319,14501,3774,18,23,5,26690.18,112903.82,139594,-26690.179999999993,0.22,0.6,0.3363343416942111,0
3778,USA,IT,47940,39371,14272,18,6,4,11985.0,89598.0,101583,-11985.0,0.25,0.6,0.9785022945348352,0
3779,India,HR,193394,38821,777,22,11,1,38678.8,194313.2,232992,-38678.79999999999,0.2,0.7333333333333333,0.3829253234329917,0
3780,USA,IT,153714,25196,2566,23,11,9,38428.5,143047.5,181476,-38428.5,0.25,0.7666666666666667,0.3497563657181519,0
3781,UAE,Finance,116544,8073,10095,29,19,11,5827.200000000001,128884.8,134712,-5827.199999999997,0.05,0.9666666666666667,0.3854607701812191,0
3782,Germany,IT,109437,12561,10953,20,23,0,32831.1,100119.9,132951,-32831.100000000006,0.3,0.6666666666666666,0.35039584418432523,0
3783,UK,HR,117969,20101,7404,20,3,5,25953.18,119520.82,145474,-25953.179999999993,0.22,0.6666666666666666,0.39093190583966975,0
3784,UAE,HR,132001,33426,78,20,13,5,6600.05,158904.95,165505,-6600.049999999988,0.05,0.6666666666666666,0.4626122908159787,0
3785,UK,Finance,112725,31341,1581,18,22,2,24799.5,120847.5,145647,-24799.5,0.22,0.6,0.43703659347970725,0
3786,India,HR,140784,9313,14066,22,8,7,28156.800000000003,136006.2,164163,-28156.79999999999,0.2,0.7333333333333333,0.3462528412319582,0
3787,India,Finance,135675,32773,7967,18,21,8,27135.0,149280.0,176415,-27135.0,0.2,0.6,0.4443213561820527,0
3788,India,Finance,119266,30003,7839,27,11,2,23853.2,133254.8,157108,-23853.20000000001,0.2,0.9,0.4555308302449985,0
3789,UK,HR,34236,28420,2162,27,11,8,7531.92,57286.08,64818,-7531.919999999998,0.22,0.9,0.8529741792265452,0
3790,UAE,Operations,97597,7714,17869,20,13,7,4879.85,118300.15,123180,-4879.850000000006,0.05,0.6666666666666666,0.45018130680246315,0
3791,India,Finance,159974,29139,13913,30,3,4,31994.800000000003,171031.2,203026,-31994.79999999999,0.2,1.0,0.4196860739870229,0
3792,UAE,HR,124656,28098,19004,23,6,5,6232.8,165525.2,171758,-6232.799999999988,0.05,0.7666666666666667,0.5342539468617636,0
3793,UK,Operations,59364,15582,964,28,24,11,13060.08,62849.92,75910,-13060.080000000002,0.22,0.9333333333333333,0.4274808975136446,0
3794,UAE,Finance,132071,15760,10739,23,10,11,6603.55,151966.45,158570,-6603.549999999988,0.05,0.7666666666666667,0.41731822277411396,0
3795,UK,Operations,119410,8255,2673,20,19,11,26270.2,104067.8,130338,-26270.199999999997,0.22,0.6666666666666666,0.2958231303910895,0
3796,UK,Sales,176168,18622,5293,26,12,0,38756.96,161326.04,200083,-38756.95999999999,0.22,0.8666666666666667,0.32602125244085195,0
3797,Germany,Sales,168092,37983,1718,25,14,4,50427.6,157365.4,207793,-50427.600000000006,0.3,0.8333333333333334,0.3743082359660186,0
3798,UK,Operations,83473,31715,10624,28,11,9,18364.06,107447.94,125812,-18364.059999999998,0.22000000000000003,0.9333333333333333,0.5763250631940867,0
3799,UK,Finance,69153,38415,1228,20,21,9,15213.66,93582.34,108796,-15213.660000000003,0.22,0.6666666666666666,0.63350978265585,0
3800,USA,HR,197349,23792,10602,22,10,11,49337.25,182405.75,231743,-49337.25,0.25,0.7333333333333333,0.34162384912008675,0
3801,India,IT,63502,24724,1840,22,3,6,12700.400000000001,77365.6,90066,-12700.399999999994,0.2,0.7333333333333333,0.5299247267802589,0
3802,Germany,HR,40675,5652,16881,22,13,0,12202.5,51005.5,63208,-12202.5,0.3,0.7333333333333333,0.5562814996926859,0
3803,Germany,IT,180437,28297,16920,20,18,9,54131.1,171522.9,225654,-54131.100000000006,0.3,0.6666666666666666,0.37604077877597164,0
3804,Germany,IT,143384,34422,19689,22,13,8,43015.2,154479.8,197495,-43015.20000000001,0.3,0.7333333333333333,0.46043798471238073,0
3805,USA,Finance,103229,16028,7124,22,24,6,25807.25,100573.75,126381,-25807.25,0.25,0.7333333333333333,0.37509348148291666,0
3806,UK,Operations,114049,15803,9356,21,14,3,25090.78,114117.22,139208,-25090.78,0.22,0.7,0.3802152232812212,0
3807,India,HR,114157,8307,18355,21,14,10,22831.4,117987.6,140819,-22831.399999999994,0.2,0.7,0.38741014567656823,0
3808,UAE,Operations,130711,33325,7587,19,7,3,6535.55,165087.45,171623,-6535.549999999988,0.05,0.6333333333333333,0.4982926838598129,0
3809,UK,Sales,135090,33574,3527,26,12,10,29719.8,142471.2,172191,-29719.79999999999,0.22,0.8666666666666667,0.4236365386038937,0
3810,USA,Finance,118321,21262,299,24,4,9,29580.25,110301.75,139882,-29580.25,0.25,0.8,0.35230453596572037,0
3811,UK,Finance,51465,3535,18770,18,16,6,11322.3,62447.7,73770,-11322.300000000003,0.21999999999999997,0.6,0.5009095501797338,0
3812,UK,Sales,57286,16932,12590,22,19,5,12602.92,74205.08,86808,-12602.919999999998,0.22,0.7333333333333333,0.5727633976887896,0
3813,USA,HR,79795,17749,3963,19,10,2,19948.75,81558.25,101507,-19948.75,0.25,0.6333333333333333,0.4105015978444765,0
3814,Germany,Sales,196250,10727,4687,27,16,8,58875.0,152789.0,211664,-58875.0,0.3,0.9,0.2625915923566879,0
3815,Germany,HR,133139,19332,4171,23,5,5,39941.7,116700.3,156642,-39941.7,0.3,0.7666666666666667,0.3304380384410278,0
3816,India,IT,128845,31534,13067,24,16,10,25769.0,147677.0,173446,-25769.0,0.2,0.8,0.4721704373472001,0
3817,India,Finance,74986,12834,3695,29,1,1,14997.2,76517.8,91515,-14997.199999999997,0.2,0.9666666666666667,0.38937188275144696,0
3818,Germany,HR,199273,22325,9112,19,5,9,59781.899999999994,170928.1,230710,-59781.899999999994,0.3,0.6333333333333333,0.3158582949019686,0
3819,UAE,Operations,199387,11213,7242,28,13,11,9969.35,207872.65,217842,-9969.350000000006,0.05,0.9333333333333333,0.34615895218845755,0
3820,UK,Operations,100396,3403,9941,23,13,1,22087.12,91652.88,113740,-22087.119999999995,0.22,0.7666666666666667,0.3171377744133232,0
3821,UAE,Finance,80178,9506,2700,30,3,0,4008.9,88375.1,92384,-4008.899999999994,0.05,1.0,0.38819788470652794,0
3822,UK,Sales,35745,31659,17389,20,17,10,7863.9,76929.1,84793,-7863.899999999994,0.22,0.6666666666666666,1.1458673940411246,0
3823,Germany,Sales,104637,9591,18085,26,19,4,31391.1,100921.9,132313,-31391.100000000006,0.3,0.8666666666666667,0.37786318415092174,0
3824,India,HR,161100,14996,19686,21,5,9,32220.0,163562.0,195782,-32220.0,0.2,0.7,0.37847796399751704,0
3825,India,Sales,73566,39828,13339,20,5,5,14713.2,112019.8,126733,-14713.199999999997,0.2,0.6666666666666666,0.7277660875948129,0
3826,UAE,Finance,68722,36370,15834,30,15,2,3436.1000000000004,117489.9,120926,-3436.100000000006,0.05,1.0,0.7937075463461482,0
3827,India,HR,111623,15472,19750,28,10,3,22324.600000000002,124520.4,146845,-22324.600000000006,0.2,0.9333333333333333,0.443187515117852,0
3828,Germany,IT,136074,31098,11084,20,12,4,40822.2,137433.8,178256,-40822.20000000001,0.3,0.6666666666666666,0.4188495965430574,0
3829,UAE,Sales,99974,4196,3162,19,24,3,4998.700000000001,102333.3,107332,-4998.699999999997,0.05000000000000001,0.6333333333333333,0.33335657270890434,0
3830,UK,Sales,109084,13091,8306,29,11,8,23998.48,106482.52,130481,-23998.479999999996,0.22,0.9666666666666667,0.36369179714715266,0
3831,India,HR,195951,17040,13137,26,1,11,39190.200000000004,186937.8,226128,-39190.20000000001,0.2,0.8666666666666667,0.3410977234104444,0
3832,USA,Operations,180839,8023,2137,25,23,2,45209.75,145789.25,190999,-45209.75,0.25,0.8333333333333334,0.2631460857447785,0
3833,India,Sales,142353,22543,16414,22,21,4,28470.600000000002,152839.4,181310,-28470.600000000006,0.2,0.7333333333333333,0.42003484296080873,0
3834,UK,Finance,129417,30377,5948,30,3,6,28471.74,137270.26,165742,-28471.73999999999,0.22,1.0,0.42588128298446104,0
3835,UAE,Sales,93099,38635,14693,26,4,11,4654.95,141772.05,146427,-4654.950000000012,0.049999999999999996,0.8666666666666667,0.6701845884488555,0
3836,UK,IT,164570,7004,16099,30,19,11,36205.4,151467.6,187673,-36205.399999999994,0.22,1.0,0.3224863583885277,0
3837,USA,Sales,50107,11963,16210,19,24,6,12526.75,65753.25,78280,-12526.75,0.25,0.6333333333333333,0.586228970004191,0
3838,Germany,Operations,184865,15796,18189,23,20,5,55459.5,370285.0225867581,218850,151435.02258675807,0.3,0.7666666666666667,0.6645963637033911,1
3839,India,Sales,158768,9077,3569,24,3,8,31753.600000000002,139660.4,171414,-31753.600000000006,0.2,0.8,0.2935076337801068,0
3840,UAE,HR,78839,31848,12977,23,18,6,3941.9500000000003,119722.05,123664,-3941.949999999997,0.05,0.7666666666666667,0.6665345197173987,0
3841,Germany,Sales,114241,14526,11620,20,3,10,34272.299999999996,106114.70000000001,140387,-34272.29999999999,0.3,0.6666666666666666,0.36003545137034865,0
3842,UK,Operations,48397,5261,456,27,7,3,10647.34,43466.66,54114,-10647.339999999997,0.22,0.9,0.3157468024877575,0
3843,UAE,HR,32704,19046,16832,27,22,10,1635.2,66946.8,68582,-1635.199999999997,0.05,0.9,1.0014689334637965,0
3844,Germany,Finance,41442,15397,67,27,21,9,12432.6,44473.4,56906,-12432.599999999999,0.3,0.9,0.4710419381303991,0
3845,UAE,HR,154576,27269,1862,26,24,8,7728.8,175978.2,183707,-7728.799999999988,0.05,0.8666666666666667,0.41571563502742986,0
3846,USA,IT,34765,38158,18186,29,1,5,8691.25,82417.75,91109,-8691.25,0.25,0.9666666666666667,1.3071861067165251,0
3847,USA,HR,140828,27757,12754,25,19,0,35207.0,146132.0,181339,-35207.0,0.25,0.8333333333333334,0.4173076376856875,0
3848,India,Finance,35002,17299,11623,25,18,8,7000.400000000001,56923.6,63924,-7000.4000000000015,0.2,0.8333333333333334,0.7852002742700417,0
3849,India,Sales,36390,3902,7554,25,2,10,7278.0,40568.0,47846,-7278.0,0.2,0.8333333333333334,0.43960978290739205,0
3850,USA,HR,31641,5846,8319,26,12,6,7910.25,37895.75,45806,-7910.25,0.25,0.8666666666666667,0.5120832148162194,0
3851,UAE,HR,189781,14359,5895,18,17,5,9489.050000000001,200545.95,210035,-9489.049999999988,0.05,0.6,0.356599896723065,0
3852,USA,HR,136119,4520,13020,25,21,5,34029.75,119629.25,153659,-34029.75,0.25,0.8333333333333334,0.3056353264423042,0
3853,India,HR,195381,22098,12202,19,21,3,39076.200000000004,190604.8,229681,-39076.20000000001,0.2,0.6333333333333333,0.3566428670136809,0
3854,USA,Finance,40624,25136,5515,21,3,3,10156.0,61119.0,71275,-10156.0,0.25,0.7,0.7395775896022057,0
3855,USA,Operations,34966,37885,367,18,12,10,8741.5,64476.5,73218,-8741.5,0.25,0.6,0.989734313332952,0
3856,UAE,Operations,190261,32720,15640,29,12,2,9513.050000000001,229107.95,238621,-9513.049999999988,0.05,0.9666666666666667,0.4547037227808116,0
3857,Germany,HR,96301,23157,15461,23,6,7,28890.3,106028.7,134919,-28890.300000000003,0.3,0.7666666666666667,0.4746545726420286,0
3858,India,Finance,140123,21674,14897,27,10,7,28024.600000000002,148669.4,176694,-28024.600000000006,0.2,0.9,0.41206311597667755,0
3859,UAE,Finance,173295,34357,19024,18,22,1,8664.75,218011.25,226676,-8664.75,0.05,0.6,0.48964698923800454,0
3860,USA,HR,103183,14578,58,29,6,4,25795.75,92023.25,117819,-25795.75,0.25,0.9666666666666667,0.3242353391547057,0
3861,USA,IT,29959,4251,8294,22,14,8,7489.75,35014.25,42504,-7489.75,0.25,0.7333333333333333,0.49043275810274045,0
3862,Germany,HR,183329,15513,4507,26,2,11,54998.7,148350.3,203349,-54998.70000000001,0.3,0.8666666666666667,0.28398338506182874,0
3863,India,IT,75802,39429,17169,18,11,8,15160.400000000001,117239.6,132400,-15160.399999999994,0.2,0.6,0.7400092345848395,0
3864,India,HR,149125,29105,14752,26,15,6,29825.0,163157.0,192982,-29825.0,0.2,0.8666666666666667,0.4359745180217938,0
3865,UK,IT,148795,22990,15475,21,8,3,32734.9,154525.1,187260,-32734.899999999994,0.22,0.7,0.4045568063442992,0
3866,India,IT,52215,27499,12137,20,22,3,10443.0,81408.0,91851,-10443.0,0.2,0.6666666666666666,0.748120271952504,0
3867,Germany,HR,80046,8421,14334,25,13,9,24013.8,78787.2,102801,-24013.800000000003,0.3,0.8333333333333334,0.3910846263398546,0
3868,UK,IT,119593,26591,18830,23,19,10,26310.46,138703.54,165014,-26310.459999999992,0.22,0.7666666666666667,0.4841124647763665,0
3869,UK,Sales,190166,28979,15114,24,10,6,41836.52,192422.48,234259,-41836.51999999999,0.21999999999999997,0.8,0.3883582974874583,0
3870,USA,Operations,194741,22835,16035,26,9,2,48685.25,184925.75,233611,-48685.25,0.25,0.8666666666666667,0.35648489532250527,0
3871,USA,Finance,192198,39693,18749,22,18,2,48049.5,202590.5,250640,-48049.5,0.25,0.7333333333333333,0.4280952455280491,0
3872,India,IT,104036,14202,4701,30,7,4,20807.2,102131.8,122939,-20807.199999999997,0.2,1.0,0.3626690760890461,0
3873,UK,IT,134864,37414,7417,19,3,10,29670.08,150024.91999999998,179695,-29670.080000000016,0.22,0.6333333333333333,0.4611918377031676,0
3874,USA,Finance,145333,27666,9558,20,12,5,36333.25,146223.75,182557,-36333.25,0.25,0.6666666666666666,0.39771369888463043,0
3875,Germany,IT,41772,21290,11057,20,15,7,12531.6,61587.4,74119,-12531.599999999999,0.3,0.6666666666666666,0.7255893900220243,0
3876,USA,Finance,76943,20130,9214,21,22,0,19235.75,87051.25,106287,-19235.75,0.25,0.7,0.47998615858492655,0
3877,USA,HR,93868,39077,11322,27,21,6,23467.0,120800.0,144267,-23467.0,0.25,0.9,0.5887778582690587,0
3878,UK,Sales,74855,21396,15886,24,13,7,16468.1,95668.9,112137,-16468.100000000006,0.21999999999999997,0.8,0.5614170062120099,0
3879,UK,Sales,178290,19952,11036,29,6,4,39223.8,170054.2,209278,-39223.79999999999,0.22000000000000003,0.9666666666666667,0.34947478826630773,0
3880,UAE,Operations,126124,29122,14060,27,8,11,6306.200000000001,162999.8,169306,-6306.200000000012,0.05,0.9,0.5135163807047032,0
3881,Germany,IT,82205,31381,17873,23,14,9,24661.5,106797.5,131459,-24661.5,0.3,0.7666666666666667,0.6076704580013381,0
3882,UK,Operations,161031,25267,13607,20,3,1,35426.82,164478.18,199905,-35426.82000000001,0.22,0.6666666666666666,0.39453492805733054,0
3883,India,HR,50874,9088,2334,24,16,3,10174.800000000001,52121.2,62296,-10174.800000000003,0.2,0.8,0.3925730235483743,0
3884,Germany,Sales,156007,33818,16096,21,18,5,46802.1,159118.9,205921,-46802.100000000006,0.3,0.7,0.42364554154621265,0
3885,Germany,HR,26301,14822,19773,27,24,8,7890.299999999999,53005.7,60896,-7890.300000000003,0.3,0.9,1.055564807421771,0
3886,UK,HR,83017,38589,202,28,17,1,18263.74,103544.26,121808,-18263.740000000005,0.22000000000000003,0.9333333333333333,0.5608426948697255,0
3887,Germany,IT,68319,3436,230,28,18,3,20495.7,51489.3,71985,-20495.699999999997,0.3,0.9333333333333333,0.24722536922378838,0
3888,UK,HR,47455,29281,11320,25,10,9,10440.1,77615.9,88056,-10440.100000000006,0.22,0.8333333333333334,0.8090437256348119,0
3889,USA,Sales,160184,24481,11683,24,17,4,40046.0,156302.0,196348,-40046.0,0.25,0.8,0.3757422713879039,0
3890,UAE,Operations,82033,32469,2962,24,16,7,4101.650000000001,113362.35,117464,-4101.649999999994,0.05000000000000001,0.8,0.5837273414357637,0
3891,USA,Sales,188217,20867,2327,26,21,7,47054.25,164356.75,211411,-47054.25,0.25,0.8666666666666667,0.3100247320911501,0
3892,UK,IT,131924,24766,2784,25,24,1,29023.28,130450.72,159474,-29023.28,0.22,0.8333333333333334,0.3780723446833025,0
3893,UK,Sales,57735,31737,13485,29,2,5,12701.7,90255.3,102957,-12701.699999999997,0.22,0.9666666666666667,0.7589311509482983,0
3894,USA,Finance,97781,23213,803,18,20,5,24445.25,141749.24135072407,121797,19952.24135072407,0.25,0.6,0.5323209253864986,0
3895,India,Operations,151031,30355,12553,24,4,4,30206.2,327110.4635668231,193939,133171.4635668231,0.2,0.8,0.7550836521644361,1
3896,India,Finance,153305,24537,14582,20,11,7,30661.0,161763.0,192424,-30661.0,0.2,0.6666666666666666,0.40910798734548776,0
3897,India,Finance,133049,4794,11093,29,7,9,26609.800000000003,122326.2,148936,-26609.800000000003,0.2,0.9666666666666667,0.31524746521958075,0
3898,UK,IT,177783,34324,6396,21,17,1,39112.26,179390.74,218503,-39112.26000000001,0.22,0.7,0.39073264597852436,0
3899,Germany,HR,30630,32858,14810,23,19,1,9189.0,69109.0,78298,-9189.0,0.3,0.7666666666666667,1.2510251387528566,0
3900,UK,Finance,90488,15018,16559,22,6,6,19907.36,102157.64,122065,-19907.36,0.22,0.7333333333333333,0.459974714879321,0
3901,Germany,Sales,159278,19481,9636,25,10,8,47783.4,140611.6,188395,-47783.399999999994,0.3,0.8333333333333334,0.331914514245533,0
3902,USA,HR,81289,17584,15306,19,21,2,20322.25,164090.86839908914,114179,49911.868399089144,0.25,0.6333333333333333,0.7485964954634299,1
3903,UAE,Sales,43953,11850,12195,22,4,6,2197.65,65800.35,67998,-2197.649999999994,0.05,0.7333333333333333,0.6401975974336223,0
3904,Germany,Sales,125932,27701,5691,22,1,2,37779.6,121544.4,159324,-37779.600000000006,0.3,0.7333333333333333,0.39109217673029883,0
3905,India,HR,166140,2160,3532,20,7,11,33228.0,138604.0,171832,-33228.0,0.2,0.6666666666666666,0.26185626579992777,0
3906,UK,HR,103930,27832,16223,27,21,5,22864.6,125120.4,147985,-22864.600000000006,0.21999999999999997,0.9,0.5151142114885019,0
3907,USA,Sales,26067,33210,17927,30,16,2,6516.75,70687.25,77204,-6516.75,0.25,1.0,1.5294539072390378,0
3908,India,IT,75658,24290,10346,22,17,0,15131.6,147909.26901531886,110294,37615.26901531886,0.2,0.7333333333333333,0.7559356671415536,1
3909,USA,Operations,77165,31441,13482,21,24,5,19291.25,102796.75,122088,-19291.25,0.25,0.7,0.6150460053132897,0
3910,UAE,Operations,105781,26886,5456,28,5,10,5289.05,132833.95,138123,-5289.049999999988,0.05,0.9333333333333333,0.49386359554173254,0
3911,UK,IT,165931,34394,3413,22,22,2,36504.82,167233.18,203738,-36504.82000000001,0.22,0.7333333333333333,0.39143652482055796,0
3912,UK,HR,54164,10418,7085,27,23,0,11916.08,59750.92,71667,-11916.080000000002,0.22,0.9,0.4471231075991433,0
